id,activity
3400,2015-09-17 16:32:48.677997+00
3421,2015-09-17 23:05:38.07991+00
3396,2015-09-17 16:33:19.853857+00
3389,2015-09-17 16:33:26.240384+00
3401,2015-09-17 16:33:59.847627+00
3394,2015-09-17 16:34:11.655537+00
3422,2015-09-17 23:05:59.279295+00
3403,2015-09-17 16:34:12.486288+00
3412,2015-09-17 18:05:03.325493+00
3392,2015-09-17 16:35:06.838847+00
3391,2015-09-17 16:35:16.082782+00
3329,2015-09-17 15:05:57.229554+00
3402,2015-09-17 16:35:48.677898+00
3404,2015-09-17 16:36:23.687433+00
3405,2015-09-17 16:37:26.84586+00
3387,2015-09-17 16:41:35.526496+00
3406,2015-09-17 16:44:01.65465+00
3423,2015-09-17 23:14:43.890545+00
3424,2015-09-18 00:20:52.89224+00
3414,2015-09-17 18:15:37.884158+00
3408,2015-09-17 16:57:18.868925+00
3428,2015-09-18 15:28:41.604127+00
3242,2015-09-18 00:35:36.736091+00
3415,2015-09-17 18:35:32.500618+00
3413,2015-09-17 18:38:21.459449+00
3425,2015-09-18 02:26:52.565299+00
3314,2015-09-17 18:38:34.909788+00
3416,2015-09-17 20:26:18.24481+00
3417,2015-09-17 20:39:55.990718+00
3429,2015-09-18 15:30:34.664694+00
3371,2015-09-20 03:25:21.900277+00
3427,2015-09-18 15:49:52.717835+00
3240,2015-09-18 15:53:26.259822+00
3440,2015-09-21 15:04:43.428876+00
3430,2015-09-18 15:56:27.21275+00
3322,2015-09-17 20:47:11.73411+00
3321,2015-09-17 20:47:26.020785+00
3418,2015-09-17 20:48:17.178396+00
2289,2015-09-18 12:26:48.453833+00
3446,2015-09-22 09:25:50.275112+00
3326,2015-09-24 02:58:28.281837+00
3431,2015-09-18 15:59:47.72006+00
1921,2015-09-18 18:05:00.878565+00
3433,2015-09-18 19:03:20.152764+00
2613,2015-09-16 16:48:57.327047+00
3434,2015-09-19 12:16:24.666796+00
3435,2015-09-20 09:16:29.867079+00
2788,2015-09-22 11:09:20.692059+00
3436,2015-09-20 22:45:13.416366+00
3437,2015-09-20 22:46:08.752083+00
3439,2015-09-21 13:04:20.478484+00
3426,2015-09-18 12:51:08.209321+00
3441,2015-09-21 18:18:00.473611+00
3442,2015-09-21 21:46:01.355265+00
3443,2015-09-21 21:47:59.161253+00
3444,2015-09-22 02:59:45.881895+00
3445,2015-09-22 09:22:49.175766+00
3317,2015-09-22 13:16:32.547579+00
3349,2015-09-22 09:27:33.339453+00
3447,2015-09-22 14:41:53.373097+00
3298,2015-09-22 15:10:02.318957+00
3448,2015-09-22 20:08:57.176559+00
2714,2015-09-23 07:10:38.270308+00
3289,2015-09-23 13:54:08.912416+00
3449,2015-09-23 14:12:51.632108+00
3450,2015-09-23 14:12:55.399975+00
3451,2015-09-23 14:14:08.492661+00
3452,2015-09-23 14:14:38.526943+00
3453,2015-09-23 14:15:13.873368+00
3454,2015-09-23 14:16:18.560597+00
3455,2015-09-23 14:17:02.135249+00
3456,2015-09-23 14:20:58.499419+00
3457,2015-09-23 15:25:26.568669+00
3458,2015-09-23 16:05:01.338084+00
3259,2015-09-23 16:07:59.943438+00
3459,2015-09-23 16:56:29.922779+00
3460,2015-09-23 19:23:08.653291+00
3461,2015-09-24 14:41:46.027985+00
3462,2015-09-24 20:47:04.57015+00
3463,2015-09-24 20:48:36.086235+00
3464,2015-09-25 11:56:03.586267+00
3465,2015-09-25 15:26:49.19863+00
3466,2015-09-25 16:30:34.347931+00
3467,2015-09-25 16:31:59.552035+00
3468,2015-09-28 01:24:16.446431+00
3469,2015-09-28 02:47:49.279528+00
3470,2015-09-28 02:49:06.235754+00
3471,2015-09-28 02:50:08.917131+00
3472,2015-09-28 13:44:47.938678+00
3473,2015-09-28 22:41:45.417824+00
3474,2015-09-28 22:43:27.411082+00
3475,2015-09-28 22:45:23.806087+00
3476,2015-09-28 22:46:14.728687+00
3477,2015-09-28 22:46:56.610886+00
3478,2015-09-28 22:47:44.289423+00
3479,2015-09-28 22:48:12.894505+00
3480,2015-09-29 18:04:26.84917+00
3481,2015-09-29 18:42:23.771001+00
3482,2015-09-30 12:49:39.233184+00
3483,2015-09-30 16:56:46.50388+00
3484,2015-09-30 20:33:38.025974+00
