id,room_id,body,sender_id,sent_at,deleted
1083,488,Hi!,10612,2015-04-13 14:57:17.794558+00,f
1084,546,"Hi Daniela. I am glad that you are my penpal! I am excited. So, how are you?",10659,2015-04-13 15:02:31.915247+00,f
1085,131,your welcome,10665,2015-04-13 15:05:42.946487+00,f
641,128,Hi its Kaylynn,10653,2015-04-09 15:11:32.454+00,t
1088,303,hello,10298,2015-04-13 15:13:59.657856+00,f
1089,692,heyy,10777,2015-04-13 15:17:30.291399+00,f
1090,269,no I do not live in California.,9906,2015-04-13 15:18:33.46207+00,f
1091,694,Hi Skyler,10668,2015-04-13 15:19:53.584105+00,f
1092,182,i hope and the people are really nice,9921,2015-04-13 15:19:59.390742+00,f
1093,695,Heyy,10668,2015-04-13 15:20:32.83143+00,f
1095,82,Hello.,10662,2015-04-13 15:28:08.990793+00,f
1096,312,"Do you have any pets? I have 2 dogs Elvis and Frankie, 1 cat Isabelle, and a lot of guppies.",9899,2015-04-13 15:31:36.342076+00,f
1097,588,"Hey Ricky, so i guess we're PenPals.  Well my names Kimberly, which I'm pretty sure you know that by now.  So, how are you?",10915,2015-04-13 15:32:48.561729+00,f
1098,143,Hi Avery! We do have states in Canada but they are actually called Provinces here. We have 10 provinces including Ontario which is where I live. My birthday is coming up soon as well!,10709,2015-04-13 15:33:06.538063+00,f
1099,143,I actually used to live in the states so I get provinces and states mixed up all the time :),10709,2015-04-13 15:33:53.870898+00,f
1101,580,In Canada many people think that it's cold which is true but it is also really warm over the summer. The temperature can reach -30 degrees Celsius but can also reach 35 degrees Celsius. We are very similar to the States because we have suburban neighborhoods and large cities like Toronto.,10709,2015-04-13 15:38:12.38384+00,f
1102,213,"lol

i am good how are you?
i think that you could get kicked from the program if you  dont keep up",10736,2015-04-13 15:40:45.318053+00,f
1104,245,"I just want to get away. Have a fresh start.
lol",11410,2015-04-13 15:46:48.400642+00,f
1105,692,"hey there. otters cute dude. well they are awesome to watch swim and play around. You should go to a zoo and sit your ass down and watch them play.. and maybe you will see how cute they are and see how much fun they are... This is her friend I'm sorry that you got stuck with a mean and ugly pen pal >.< 
.
.
.
.
..
.
.
.
..
.
.
.
.
.
.
.
.
. 
Just Kidding she was playing around with you she is actually very nice and beautiful I know that Y'all are going to get along very well!!",10777,2015-04-13 15:51:57.055094+00,f
1106,158,"Hello :) I'm from Ontario, Oakville and I really like living in here. The people here are really nice to each other. The only thing that I don't enjoy about living in Canada is that it is EXTREMELY cold. Although the scenery is pretty nice.

What do you like to do in your spare time? I'm a kpop dancer so in my spare time, I practice a lot in my basement. I also enjoy watching TVshows, netflix and going on to social medias.",10719,2015-04-13 15:53:56.757162+00,f
1107,570,"Hello Jaiydon, I'm really looking forward to work with you through penpal, we're technically penpal buddies now xD
I live in Ontario, Canada and it's just getting warmer :') I remember the pain I felt when it snowed last week on Easter, I really hate the winter here sometimes.
My name is Angela and I am 14 years old. I am a kpop dancer so in my spare time I practice a lot and do a lot of training. I also enjoy reading, watching TV shows, watching Netflix and going on to social medias. What do you like to do in your spare time?",10719,2015-04-13 15:58:31.504845+00,f
1108,259,The common energy sources around here (Michigan) are usually just oil gases but mainly water (hydroelectric power),9505,2015-04-13 16:02:23.728+00,f
1109,293,cool i live in burleson,9893,2015-04-13 16:03:34.431533+00,f
1177,441,My name is James,10505,2015-04-13 21:18:55.241921+00,f
1181,167,hi,8780,2015-04-13 21:25:04.351742+00,f
1182,64,Nevada where do you live,8769,2015-04-13 21:25:31.699852+00,f
1183,357,I live in Fallon Nevada in the U.S,8780,2015-04-13 21:26:31.040577+00,f
1094,693,Whats Up,10654,2015-04-13 15:20:53.696+00,t
1100,66,hey.,9905,2015-04-13 15:34:15.111+00,t
1110,214,"Hello Dylan :) I'm glad that I can get to work with you through penpal. I live in Ontario and I hate the winter here. It just snowed last week and I really was hoping that there won't be anymore snow because I am already sick of that xD
Anyways, I'm Angela and I am 14 this year. In my spare time I like to dance since I am a kpop dancer. I do practice a lot and do loads of training. I also enjoy watching TVshows, Netflix and going on to social medias. What do you like to do in your spare time?",10719,2015-04-13 16:03:44.234193+00,f
1111,542,Hey! I'm from Michigan in USA. Where are you from?,9541,2015-04-13 16:03:54.511504+00,f
1112,694,Hello,9503,2015-04-13 16:05:03.102569+00,f
1113,696,Hey I am from Michigan. Where are you from,9756,2015-04-13 16:07:37.862315+00,f
1114,697,Hey ladislao!,9503,2015-04-13 16:07:41.002+00,t
1115,284,Hello pal,9515,2015-04-13 16:10:23.444107+00,f
1116,697,Hey Ladislao!,9503,2015-04-13 16:10:27.825477+00,f
1117,284,"I am from the United States of America, where are you from.",9515,2015-04-13 16:12:55.057832+00,f
1118,258,"I'm from Michigan, 10th grade, and I'm 16 years old. Nice to meet you",9504,2015-04-13 16:13:19.390616+00,f
1120,364,Hello. Do you live in the United States?,9508,2015-04-13 16:18:43.701503+00,f
1121,479,"Hello, my name is Aren",9580,2015-04-13 16:18:49.843527+00,f
1122,690,"Hi Nina! I live in your neighbour country Canada,as I respond to Asher on the article I think Canada is a pretty wealthy country but there are people with poor conditions but I think poverty will reduce in the future.",10725,2015-04-13 16:20:24.511978+00,f
1123,690,You live in US right?Hows poverty like there?,10725,2015-04-13 16:21:08.181268+00,f
1124,698,Hello my name is Taylor and i'm from Michigan,9509,2015-04-13 16:22:26.869464+00,f
1125,329,I live in the United States of America. What about you?,987,2015-04-13 16:34:23.498704+00,f
1126,144,Dalida what country do you live in?,987,2015-04-13 16:34:54.192337+00,f
1127,226,dude,9900,2015-04-13 16:37:32.474058+00,f
1128,699,I already know you so I really dont have any questions,987,2015-04-13 17:02:42.249678+00,f
1129,168,Im good How bout you?,9381,2015-04-13 17:09:47.725769+00,f
1130,83,Hy Skyla! Nice to meet you,10786,2015-04-13 17:09:56.95315+00,f
1131,79,I am from North Carolina. I am 17 years old and yes I am interested in pen pal. Sorry for not mentioning sooner,10782,2015-04-13 17:16:28.817022+00,f
1132,545,Hello! How are you?,10783,2015-04-13 17:18:40.822868+00,f
1133,696,"Hi, I am from North Carolina",10775,2015-04-13 17:18:59.969925+00,f
1134,83,"Skyla, Who is your Teacher?",10786,2015-04-13 17:22:08.472189+00,f
1135,608,Hey. Was up. I'm from North Carolina. What about you?,10778,2015-04-13 17:23:17.364842+00,f
1136,542,"Hi(: I'm from North Carolina, sadly. Lol",10785,2015-04-13 17:24:46.350017+00,f
1137,545,Do you belong to any fandoms?,10783,2015-04-13 17:25:59.848964+00,f
1138,700,Ayeee Boh,11123,2015-04-13 17:27:10.869751+00,f
1139,695,hey,11382,2015-04-13 17:28:50.267792+00,f
1140,697,hey Skyler,11382,2015-04-13 17:29:00.599809+00,f
1141,702,Hi! My name is Analise and I'm looking forward to writing to you.,10541,2015-04-13 17:29:46.557812+00,f
1142,701,"Hi Cassie, I'm Jesi and I noticed you didn't have a bio so I'd like to know more about you ?",10773,2015-04-13 17:30:07.309489+00,f
1143,697,how are you,11382,2015-04-13 17:30:48.628876+00,f
1144,695,how are you,11382,2015-04-13 17:30:52.70669+00,f
1146,703,"Hey Mikayla, I hope you are doing well and my name is Hellen. I would like to know about yourself.",10772,2015-04-13 17:32:28.820789+00,f
1147,704,Hello Alejandra! My name is Allie Raynor. How are you? Why don't you tell me about yourself?,10793,2015-04-13 17:32:37.146394+00,f
1148,705,"yo yo yo Kent, whatss uppppp",11124,2015-04-13 17:33:08.733724+00,f
1149,70,"So, are you in a fandom? Or are you even aware of what a fandom is? (Just wondering XD)",10781,2015-04-13 17:34:30.213529+00,f
1150,346,"I love pasta myself. I like how you like spending time with your family, personally, I don't, but it's great that you do! I also noticed that you are very artistic, I was wondering if you can draw me something? I would love to be your friend, and I'm glad you are my penpal.
Yes, in my family, in the Philippines, girls cannot celebrate their 13th birthday for it is bad luck. As for my 18th, it is also my graduation, so if my birthday was in August, I would have to wait until I graduate High School to celebrate.
I would love to learn more about you as well! 
Awkward Question : do you have Instagram?
:) <3",10865,2015-04-13 17:36:49.504271+00,f
1151,41,Lol so what grade are you in?,11390,2015-04-13 17:39:42.15445+00,f
1152,397,"My favorite sport is softball
What state do you live in?",10531,2015-04-13 17:49:33.001889+00,f
1153,397,I'm sorry i haven't responded in a while i couldn't log in.,10531,2015-04-13 17:50:20.636774+00,f
1154,41,freshman,11424,2015-04-13 17:53:00.365972+00,f
1155,41,?what are you?,11424,2015-04-13 17:53:23.044948+00,f
1156,697,I'm good how are you?,9503,2015-04-13 18:06:59.644+00,t
1157,697,I'm good. How are you?,9503,2015-04-13 18:07:14.605317+00,f
1159,706,"Hi, it appears we are pen pals. So, um, where are you from? I am from North Carolina, the bipolar state.",10776,2015-04-13 18:10:54.84961+00,f
1160,290,"That's pretty cool. So,what kind of things do you like to do? I like to shoot guns and go running, sometimes play with my dog.",11008,2015-04-13 18:12:14.480458+00,f
1161,700,hhhhheeeeeellllllleeerrrrrrrr,11123,2015-04-13 18:13:20.558996+00,f
1162,700,Chevy or Ford this is an important question,11123,2015-04-13 18:18:45.2217+00,f
1164,245,I feel you. I live in a bad neighborhood so I'm just trying to get away period lol,11418,2015-04-13 18:50:44.1909+00,f
1165,41,Same,11390,2015-04-13 18:57:16.296745+00,f
1166,245,"I mean I want to stay close to home but want to get away from this place, it's not good for me here lol",11410,2015-04-13 19:07:37.932278+00,f
1167,696,How old are you,9756,2015-04-13 19:12:00.23671+00,f
1163,694,How are you?,9503,2015-04-13 18:48:45.934+00,t
1168,134,why?? do you want it?,10483,2015-04-13 20:16:54.437534+00,f
1169,431,good,10494,2015-04-13 20:17:24.146648+00,f
1170,588,Hey Kimberly :-) Nice to meet you penPal. I'm doing good. How about you? What do you enjoy to do?,11018,2015-04-13 20:30:55.86582+00,f
1171,351,"I live in San Ramon, California!",10853,2015-04-13 21:03:26.489487+00,f
1172,480,I'm from California.,10515,2015-04-13 21:06:31.507371+00,f
1173,347,"no pets, 1 brother 1 sister, Baseball.",10514,2015-04-13 21:06:57.919372+00,f
1174,441,"What is your name? your usename is terrell P, but you said your name is james??????",10505,2015-04-13 21:14:36.781777+00,f
1175,441,Where do you live?,10505,2015-04-13 21:14:45.591449+00,f
1176,441,I live in USA.,10505,2015-04-13 21:14:54.4993+00,f
1178,513,Hi,10519,2015-04-13 21:20:02.725+00,t
1185,147,western north america.,8772,2015-04-13 21:29:05.268+00,t
1184,316,western region.,8772,2015-04-13 21:27:39.626+00,t
1187,147,I live in Nevada.,8772,2015-04-13 22:00:33.711433+00,f
1186,316,I live in Navada.,8772,2015-04-13 21:59:42.783+00,t
1188,316,I live in Nevada.,8772,2015-04-13 22:01:04.858517+00,f
1189,707,"what is your name? 
Where do you live?
What is your favorite color?",11138,2015-04-13 22:05:08.910591+00,f
1190,113,"Of coarse, so I have been to the US many times because I have a family member there and a friend that used to go to my school has recently moved there. I love the US, its such a great place with so much entertainment. My favourite thing about it would probably be the fact that US netflix is like 10 times as good as Canadian. Other then that I loved going to places like the Brooklyn Bridge (such a beautiful place)  and of coarse New York City! I also visited the 911 memorial and was amazed on how it was changed. The US truly is a magnificent place and I am defiantly going back sometime soon! What about your experiences in Canada? Have you come here before, and if so where did you stay?",10722,2015-04-13 22:48:54.655016+00,f
1191,565,"Yes, I'm currently living in texas. Oh cool, what part of Texas does she live in?",11610,2015-04-13 22:59:20.112531+00,f
1192,696,What are your hobbies,9756,2015-04-13 23:19:14.386985+00,f
646,515,"Hey! My name is Angelo and I am now, apparently, your pen pal! I'm not too sure how this pen pal stuff works so I just decided to go ahead and introduce myself.  I am Angelo J. Alcazar Blanco, I'm a mix of Mexican and Puerto Rican and am currently 15 years of age with my birthday arriving in 12 days if i calculated that correctly. I see myself as a decent person, as a child I grew up in rough times and act as I am now based on past experience and common knowledge.  I write, draw, listen to music, all that stereotypical teenage stuff. I have few close friends because of my low level of trust, but I'm cool with everyone. I hate having problems with people because it distracts me from more important situations and objectives.Anyways, I just wanted to say ""hi"" and introduce myself. Hope to hear from you soon. See yuh.",11475,2015-04-09 16:09:59.5+00,t
